source,target,value,level
Frame (networking),Feature (linguistics),1,2
Notation,Expressive power,1,2
Visualization,Gauss,1,2
Torque,Imaging phantom,1,2
Image resolution,Resolution (logic),1,2
Frame (networking),Frustum,1,2
Visualization,Projector,1,2
Raw data,Automotive industry,1,2
Frame (networking),Point cloud,1,2
Asynchronous communication,Online discussion,1,2
Texture mapping,Tetrahedron,1,2
Frustum,Visualization,1,2
Frustum,Point cloud,1,2
Data compression,Grid,1,2
Field (mathematics),Automotive engine,1,2
Frustum,Animation,1,2
Tetrahedron,Data compression,1,2
Volume (thermodynamics),Ultrasound,1,2
Tetrahedron,Ultrasound,1,2
Frustum,Context (archaeology),1,2
Image resolution,Projector,1,2
Image resolution,High resolution,1,2
Construct (python library),Expressive power,1,2
Raw data,Automotive engine,1,2
Torque,Locality,1,2
Torque,Regular polygon,1,2
Context (archaeology),Atmospheric model,1,2
Torque,Geometric modeling,1,2
Torque,Contact force,1,2
Weather forecasting,Atmospheric model,1,2
Adaptive mesh refinement,Software,1,2
Torque,Degree (music),1,2
Torque,Computation,1,2
Torque,Object (grammar),1,2
Haptic technology,Graphical user interface,1,2
Point (geometry),Frustum,1,2
Resolution (logic),High resolution,1,2
Projector,High resolution,1,2
Projector,Resolution (logic),1,2
Frustum,Position (finance),1,2
Point cloud,Animation,1,2
Scalar field,Enhanced Data Rates for GSM Evolution,1,2
Automotive engine,Automotive industry,1,2
Gaussian,Projection (relational algebra),1,2
Gaussian,Polygon mesh,1,2
Gaussian,Surface (topology),1,2
Measurement uncertainty,Distraction,1,2
Measurement uncertainty,Uncertain data,1,2
Gaussian,Curvature,1,2
Measurement uncertainty,Visualization,1,2
Gaussian,Gauss,1,2
Interpreter,Graphical user interface,1,2
Gaussian,Gauss map,1,2
Rendering (computer graphics),Interpreter,1,2
Process (computing),Interpreter,1,2
User interface,Interpreter,1,2
Expressive power,Reuse,1,2
Construct (python library),Reuse,1,2
Visualization,Distraction,1,2
Uncertain data,Distraction,1,2
Presentation (obstetrics),Session (web analytics),1,2
Field (mathematics),Volume (thermodynamics),1,2
Point cloud,Position (finance),1,2
Scalar field,Volume (thermodynamics),1,2
Domain (mathematical analysis),Enhanced Data Rates for GSM Evolution,1,2
Animation,Position (finance),1,2
Bottleneck,Leverage (statistics),1,2
Domain (mathematical analysis),Volume (thermodynamics),1,2
Bottleneck,Web application,1,2
Scalar (mathematics),Tetrahedron,1,2
Polygon mesh,Field (mathematics),1,2
Tetrahedron,Scalar field,1,2
Tetrahedron,Domain (mathematical analysis),1,2
Tetrahedron,Field (mathematics),1,2
Scalar (mathematics),Enhanced Data Rates for GSM Evolution,1,2
Automotive engine,Domain (mathematical analysis),1,2
Topological conjugacy,Computational geometry,1,2
Planar,Displacement (psychology),1,2
Coding (social sciences),Voronoi diagram,1,2
Volume (thermodynamics),Seabed,1,2
Point (geometry),Segmentation,1,2
Seafloor spreading,Seabed,1,2
Seafloor spreading,Plume,1,2
Seafloor spreading,Volume (thermodynamics),1,2
Seafloor spreading,Visualization,1,2
Estuary,Dredging,1,2
Sediment,Dredging,1,2
Sediment,Estuary,1,2
Visualization,Dredging,1,2
Visualization,Estuary,1,2
Visualization,Sediment,1,2
IBM,Dredging,1,2
Context (archaeology),Dependency (UML),1,2
IBM,Estuary,1,2
IBM,Sediment,1,2
Volume (thermodynamics),Plume,1,2
Plume,Seabed,1,2
Formal specification,Visualization,1,2
Dimension (graph theory),Computation,1,2
Frame rate,Hierarchy,1,2
Principal component analysis,Topology (electrical circuits),1,2
Principal component analysis,Vector field,1,2
Principal component analysis,Euclidean vector,1,2
Scalability,Ray tracing (physics),1,2
Topology (electrical circuits),Motion (physics),1,2
Configuration space,Motion (physics),1,2
Configuration space,Topology (electrical circuits),1,2
Point (geometry),Lung,1,2
Computation,Configuration space,1,2
Visualization,Configuration space,1,2
Space (punctuation),Configuration space,1,2
Space (punctuation),Computation,1,2
Cancer,Dependency (UML),1,2
Dimension (graph theory),Configuration space,1,2
Channel (broadcasting),Dredging,1,2
Channel (broadcasting),Estuary,1,2
Curvature,Cornea,1,2
Visualization,Sight,1,2
Magnification,Context (archaeology),1,2
Pipeline (software),Tree (set theory),1,2
Scaling,Magnification,1,2
Sound (geography),Software,1,2
Sound (geography),Visualization,1,2
Spatialization,Software,1,2
Spatialization,Sound (geography),1,2
Angioscopy,Virtual reality,1,2
Feature (linguistics),Angioscopy,1,2
Rendering (computer graphics),Angioscopy,1,2
Stereoscopy,Angioscopy,1,2
Stereoscopy,Feature (linguistics),1,2
Modalities,Angioscopy,1,2
Modalities,Feature (linguistics),1,2
Modalities,Stereoscopy,1,2
Magnification,Pattern recognition (psychology),1,2
Terrain,Sight,1,2
Channel (broadcasting),Sediment,1,2
Terrain,Presentation (obstetrics),1,2
Channel (broadcasting),IBM,1,2
Battlefield,Virtual reality,1,2
Visualization,Battlefield,1,2
Lung,Pipeline (software),1,2
Software deployment,Rendering (computer graphics),1,2
Formal specification,Process (computing),1,2
Pipeline transport,Rendering (computer graphics),1,2
Lung,Tree (set theory),1,2
Pipeline transport,Software deployment,1,2
Pipeline (software),Software deployment,1,2
Core (optical fiber),Perception,1,2
Core (optical fiber),Focus (optics),1,2
Lung,Segmentation,1,2
Terrain,Focus (optics),1,2
Terrain,Core (optical fiber),1,2
Cluster analysis,Frame rate,1,2
Pentium,Hierarchy,1,2
Pentium,Frame rate,1,2
Pixel,Raster graphics,1,2
Perspective (graphical),Image warping,1,2
Perspective (graphical),Raster graphics,1,2
Perspective (graphical),Pixel,1,2
Morse theory,Construct (python library),1,2
Morse theory,Hierarchy,1,2
Offset (computer science),Raster graphics,1,2
Morse code,Data structure,1,2
Offset (computer science),Perspective (graphical),1,2
Topology (electrical circuits),Decoding methods,1,2
Morse code,Resolution (logic),1,2
Cohort,Cancer,1,2
Morse code,Hierarchy,1,2
Image stitching,Decoding methods,1,2
Cohort,Context (archaeology),1,2
Image stitching,Compression (physics),1,2
Radiation therapy,Dependency (UML),1,2
Morse theory,Resolution (logic),1,2
Pentium,Rendering (computer graphics),1,2
Morse theory,Data structure,1,2
Extension (predicate logic),Feature (linguistics),1,2
Extension (predicate logic),Vector field,1,2
Extension (predicate logic),Measure (data warehouse),1,2
Extension (predicate logic),Matching (statistics),1,2
Extension (predicate logic),Point (geometry),1,2
Verisimilitude,Pattern recognition (psychology),1,2
Tree traversal,Resolution (logic),1,2
Verisimilitude,Domain (mathematical analysis),1,2
Visualization,Verisimilitude,1,2
Measure (data warehouse),Verisimilitude,1,2
Tree traversal,Topology (electrical circuits),1,2
Image (mathematics),Verisimilitude,1,2
Image (mathematics),Measure (data warehouse),1,2
Tree traversal,Hierarchy,1,2
Raster graphics,Image warping,1,2
Data structure,Resolution (logic),1,2
Resolution (logic),Topology (electrical circuits),1,2
Resolution (logic),Construct (python library),1,2
Encoding (memory),Image stitching,1,2
Visualization,Vector map,1,2
Knowledge base,Knowledge extraction,1,2
Adaptive mesh refinement,Hierarchy,1,2
Pentium,Cluster analysis,1,2
Cancer,Context (archaeology),1,2
Task (project management),Vector field,1,2
Task (project management),Euclidean vector,1,2
Task (project management),Vector map,1,2
Variety (cybernetics),Stochastic game,1,2
Field (mathematics),Stochastic game,1,2
Differential (mechanical device),Stochastic game,1,2
Differential (mechanical device),Variety (cybernetics),1,2
Differential (mechanical device),Field (mathematics),1,2
Visualization,Stochastic game,1,2
Visualization,Differential (mechanical device),1,2
Subdivision,Hierarchy,1,2
Cluster analysis,Vector map,1,2
Subdivision,Adaptive mesh refinement,1,2
Frame (networking),Adaptive mesh refinement,1,2
Manifold (fluid mechanics),Decoding methods,1,2
Construct (python library),Hierarchy,1,2
Manifold (fluid mechanics),Compression (physics),1,2
Frame (networking),Subdivision,1,2
Frame (networking),Data structure,1,2
Manifold (fluid mechanics),Encoding (memory),1,2
Frame (networking),Hierarchy,1,2
Data structure,Focus (optics),1,2
Quadric,Metric (unit),1,2
Quadric,Polygon mesh,1,2
Subdivision,Data structure,1,2
Topology (electrical circuits),Compression (physics),1,2
Topology (electrical circuits),Tetrahedron,1,2
Cohort,Dependency (UML),1,2
Reconstructive surgery,Virtual reality,1,2
RADIUS,Cornea,1,2
Planar,Tangent,1,2
Data modeling,Function (biology),1,2
Pipeline (software),Function (biology),1,2
Pipeline (software),Data modeling,1,2
Transfer function,Function (biology),1,2
Visualization,Flammable liquid,1,2
Transfer function,Data modeling,1,2
Slicing,Feature vector,1,2
Task (project management),Leverage (statistics),1,2
Scalar (mathematics),Dot product,1,2
Transfer function,Pipeline (software),1,2
Visualization,Dot product,1,2
Filter (signal processing),Dot product,1,2
Filter (signal processing),Feature vector,1,2
Curvilinear coordinates,Boundary (topology),1,2
Piecewise,Boundary (topology),1,2
Piecewise,Curvilinear coordinates,1,2
Rendering (computer graphics),Feature vector,1,2
Rendering (computer graphics),Classification of discontinuities,1,2
Leverage (statistics),Decision support system,1,2
Classification of discontinuities,Animation,1,2
Tangent space,Generalization,1,2
Tangent space,Quaternion,1,2
Domain (mathematical analysis),Feature vector,1,2
Visualization,Basis (linear algebra),1,2
Line (geometry),Field (mathematics),1,2
Feature (linguistics),Slicing,1,2
Line (geometry),Basis (linear algebra),1,2
Line (geometry),Visualization,1,2
Preprocessor,Transparency (behavior),1,2
Pixel,Transparency (behavior),1,2
Rendering (computer graphics),Transparency (behavior),1,2
Interactivity,Cache,1,2
Wavelet,Segmentation,1,2
Wavelet,Computation,1,2
Range (aeronautics),Wavelet,1,2
Piecewise linear function,Boundary (topology),1,2
Euclidean vector,Dot product,1,2
RADIUS,Curvature,1,2
Overhead (engineering),Voronoi diagram,1,2
Hooke's law,Flow (mathematics),1,2
Hooke's law,Cauchy stress tensor,1,2
Hooke's law,Deformation (meteorology),1,2
Hooke's law,Isotropy,1,2
Hooke's law,Field (mathematics),1,2
Overhead (engineering),Quantization (signal processing),1,2
Stress (linguistics),Flow (mathematics),1,2
Overhead (engineering),Redundancy (engineering),1,2
Stress (linguistics),Deformation (meteorology),1,2
Stress (linguistics),Isotropy,1,2
Stress (linguistics),Field (mathematics),1,2
Overhead (engineering),Maxima and minima,1,2
Stress (linguistics),Hooke's law,1,2
Enhanced Data Rates for GSM Evolution,Face (sociological concept),1,2
Position (finance),Face (sociological concept),1,2
Hooke's law,Tensor (intrinsic definition),1,2
Field (mathematics),Isotropy,1,2
Piecewise linear function,Grid,1,2
Field (mathematics),Deformation (meteorology),1,2
Euclidean vector,Feature vector,1,2
Vector field,Dot product,1,2
Piecewise linear function,Curvilinear coordinates,1,2
Traverse,Oracle,1,2
Wavelet,Boundary (topology),1,2
Oracle,Graph,1,2
Observer (physics),"Streamlines, streaklines, and pathlines",1,2
Cauchy stress tensor,Flow (mathematics),1,2
Dot product,Feature vector,1,2
Deformation (meteorology),Tensor (intrinsic definition),1,2
Deformation (meteorology),Flow (mathematics),1,2
Overhead (engineering),Coding (social sciences),1,2
Deformation (meteorology),Cauchy stress tensor,1,2
Isotropy,Flow (mathematics),1,2
Isotropy,Deformation (meteorology),1,2
Specification language,Test (biology),1,2
Space partitioning,Feature vector,1,2
Tangent space,Gauss,1,2
Presentation (obstetrics),Medical imaging,1,2
"Streamlines, streaklines, and pathlines",Work (physics),1,2
Vortex,Work (physics),1,2
Point (geometry),Work (physics),1,2
Formal specification,Set (abstract data type),1,2
Point (geometry),Vortex,1,2
Scalar (mathematics),Work (physics),1,2
Fluid dynamics,Wind tunnel,1,2
Computational fluid dynamics,Wind tunnel,1,2
Data modeling,Wind tunnel,1,2
Data modeling,Fluid dynamics,1,2
Data modeling,Computational fluid dynamics,1,2
Experimental data,Wind tunnel,1,2
Experimental data,Fluid dynamics,1,2
Experimental data,Data modeling,1,2
Feature extraction,Slicing,1,2
Presentation (obstetrics),Magnetic resonance imaging,1,2
Presentation (obstetrics),Magnification,1,2
Tangent space,Gauss map,1,2
Field (mathematics),Magnetic resonance imaging,1,2
Surface (topology),Cornea,1,2
Formal specification,Specification language,1,2
Surface (topology),RADIUS,1,2
Window (computing),Cornea,1,2
Window (computing),Curvature,1,2
Window (computing),RADIUS,1,2
Window (computing),Surface (topology),1,2
Visualization,Cornea,1,2
Medical imaging,Magnification,1,2
Feature extraction,Space partitioning,1,2
Magnetic resonance imaging,Magnification,1,2
Magnetic resonance imaging,Focus (optics),1,2
Field (mathematics),Magnification,1,2
Field (mathematics),Medical imaging,1,2
Knowledge base,Knowledge-based systems,1,2
Aerospace,Variety (cybernetics),1,2
Aerospace,Process (computing),1,2
Software,Aerospace,1,2
Focus (optics),Weather forecasting,1,2
Visualization,Knowledge-based systems,1,2
Tangent,Gauss map,1,2
Tangent,Gauss,1,2
Generalization,Gauss map,1,2
Generalization,Gauss,1,2
Process (computing),Specification language,1,2
Generalization,Tangent,1,2
Space partitioning,Feature (linguistics),1,2
Quaternion,Gauss map,1,2
Space partitioning,Pattern recognition (psychology),1,2
Specification language,Set (abstract data type),1,2
Space partitioning,Slicing,1,2
Quaternion,Gauss,1,2
Quaternion,Tangent,1,2
Quaternion,Generalization,1,2
Space partitioning,Domain (mathematical analysis),1,2
Smoothing,Gravitational singularity,1,2
Smoothing,Manifold (fluid mechanics),1,2
Gravitational singularity,Surface (topology),1,2
Task (project management),Weather forecasting,1,2
Implementation,Finite element method,1,2
Implementation,Rendering (computer graphics),1,2
Formal specification,Test (biology),1,2
Image stitching,Surface (topology),1,2
Cluster analysis,Space partitioning,1,2
Gravitational singularity,Image stitching,1,2
Polygon mesh,Feature vector,1,2
Cluster analysis,Slicing,1,2
Visualization,Specification language,1,2
Gravitational singularity,Manifold (fluid mechanics),1,2
Polygon mesh,Space partitioning,1,2
Polygon mesh,Slicing,1,2
Smoothing,Image stitching,1,2
Extension (predicate logic),Feature vector,1,2
Extension (predicate logic),Signature (topology),1,2
Extension (predicate logic),Simple (philosophy),1,2
Avatar,Gaze,1,2
Avatar,Feature (linguistics),1,2
Avatar,Software portability,1,2
Avatar,Motion (physics),1,2
Task (project management),Gaze,1,2
Polyhedron,Voronoi diagram,1,2
Task (project management),Natural (archaeology),1,2
Task (project management),Software portability,1,2
Context (archaeology),Chart,1,2
Polyhedron,Euclidean space,1,2
Torus,Network topology,1,2
Context (archaeology),Construct (python library),1,2
Polyhedron,Grid,1,2
Task (project management),Motion (physics),1,2
Task (project management),Avatar,1,2
Point (geometry),Gaze,1,2
Avatar,Natural (archaeology),1,2
Avatar,Variety (cybernetics),1,2
Point (geometry),Software portability,1,2
Avatar,Space (punctuation),1,2
Natural (archaeology),Gaze,1,2
Feature (linguistics),Gaze,1,2
Feature (linguistics),Natural (archaeology),1,2
Software portability,Space (punctuation),1,2
Solver,Computer graphics,1,2
Software portability,Variety (cybernetics),1,2
Graphics processing unit,Computer graphics,1,2
Software portability,Gaze,1,2
Software portability,Natural (archaeology),1,2
Software portability,Feature (linguistics),1,2
Motion (physics),Variety (cybernetics),1,2
Motion (physics),Gaze,1,2
Motion (physics),Natural (archaeology),1,2
