Year,DOI,Title,Number of Authors,Author Position,Author Name,Author ID,Author Affiliation,One Affiliation
2014,10.1109/VAST.2014.7042490,BoundarySeer: Visual Analysis of 2D Boundary Changes,6.0,4.0,Wei Chen,https://ieeexplore.ieee.org/author/37291847800,"State Key Lab of CAD&CG, Zhejiang University",True
2014,10.1109/VAST.2014.7042490,BoundarySeer: Visual Analysis of 2D Boundary Changes,6.0,5.0,Eduard Gröller,https://ieeexplore.ieee.org/author/37284271200,"Institute of Computer Graphics and Algorithms, VRVis Research Center, Austria",True
2014,10.1109/VAST.2014.7042490,BoundarySeer: Visual Analysis of 2D Boundary Changes,6.0,6.0,Lionel M. Ni,https://ieeexplore.ieee.org/author/37273314400,Hong Kong University of Science and Technology,True
2014,10.1109/VAST.2014.7042491,YMCA - Your Mesh Comparison Application,6.0,1.0,Johanna Schmidt,https://ieeexplore.ieee.org/author/37077239600,"Vienna University of Technology, Austria",True
2014,10.1109/VAST.2014.7042491,YMCA - Your Mesh Comparison Application,6.0,2.0,Reinhold Preiner,https://ieeexplore.ieee.org/author/37085534574,"Vienna University of Technology, Austria",True
2014,10.1109/VAST.2014.7042491,YMCA - Your Mesh Comparison Application,6.0,3.0,Thomas Auzinger,https://ieeexplore.ieee.org/author/38233357100,"Vienna University of Technology, Austria",True
2014,10.1109/VAST.2014.7042491,YMCA - Your Mesh Comparison Application,6.0,4.0,Michael Wimmer,https://ieeexplore.ieee.org/author/38191309900,"Vienna University of Technology, Austria",True
2014,10.1109/VAST.2014.7042491,YMCA - Your Mesh Comparison Application,6.0,5.0,M. Eduard Gröller,https://ieeexplore.ieee.org/author/37282552200,"Vienna University of Technology, Austria",True
2014,10.1109/VAST.2014.7042491,YMCA - Your Mesh Comparison Application,6.0,6.0,Stefan Bruckner,https://ieeexplore.ieee.org/author/37265895700,"University of Bergen, Norway",True
2015,10.1109/TVCG.2015.2466971,"Matches, Mismatches, and Methods: Multiple-View Workflows for Energy Portfolio Analysis",4.0,1.0,Matthew Brehmer,https://ieeexplore.ieee.org/author/37719161300,University of British Columbia,True
2015,10.1109/TVCG.2015.2466971,"Matches, Mismatches, and Methods: Multiple-View Workflows for Energy Portfolio Analysis",4.0,2.0,Jocelyn Ng,https://ieeexplore.ieee.org/author/37085722095,"EnerNOC, Inc.",True
2015,10.1109/TVCG.2015.2466971,"Matches, Mismatches, and Methods: Multiple-View Workflows for Energy Portfolio Analysis",4.0,3.0,Kevin Tate,https://ieeexplore.ieee.org/author/37085728320,"EnerNOC, Inc.",True
2015,10.1109/TVCG.2015.2466971,"Matches, Mismatches, and Methods: Multiple-View Workflows for Energy Portfolio Analysis",4.0,4.0,Tamara Munzner,https://ieeexplore.ieee.org/author/37349490300,University of British Columbia,True
2015,10.1109/TVCG.2015.2468093,Effective Visualization of Temporal Ensembles,3.0,1.0,Lihua Hao,https://ieeexplore.ieee.org/author/37085698134,NC State University,True
2015,10.1109/TVCG.2015.2468093,Effective Visualization of Temporal Ensembles,3.0,2.0,Christopher G. Healey,https://ieeexplore.ieee.org/author/37298406100,NC State University,True
2015,10.1109/TVCG.2015.2468093,Effective Visualization of Temporal Ensembles,3.0,3.0,Steffen A. Bass,https://ieeexplore.ieee.org/author/37085725434,Duke University,True
2015,10.1109/TVCG.2015.2468291,3D Regression Heat Map Analysis of Population Study Data,7.0,1.0,Paul Klemm,https://ieeexplore.ieee.org/author/37085590408,"Otto-von-Guericke University Magdeburg, Germany",True
2015,10.1109/TVCG.2015.2468291,3D Regression Heat Map Analysis of Population Study Data,7.0,2.0,Kai Lawonn,https://ieeexplore.ieee.org/author/37085527253,"Delft University of Technology, Delft, Netherlands",False
2015,10.1109/TVCG.2015.2468291,3D Regression Heat Map Analysis of Population Study Data,7.0,3.0,Sylvia Glaßer,https://ieeexplore.ieee.org/author/37087203593,"Otto-von-Guericke University Magdeburg, Germany",True
2015,10.1109/TVCG.2015.2468291,3D Regression Heat Map Analysis of Population Study Data,7.0,4.0,Uli Niemann,https://ieeexplore.ieee.org/author/37076923700,"Otto-von-Guericke University Magdeburg, Germany",True
2015,10.1109/TVCG.2015.2468291,3D Regression Heat Map Analysis of Population Study Data,7.0,5.0,Katrin Hegenscheid,https://ieeexplore.ieee.org/author/37085591817,"Ernst-Moritz-Arndt University Greifswald, Germany",True
2015,10.1109/TVCG.2015.2468291,3D Regression Heat Map Analysis of Population Study Data,7.0,6.0,Henry Völzke,https://ieeexplore.ieee.org/author/37889186600,"Ernst-Moritz-Arndt University Greifswald, Germany",True
2015,10.1109/TVCG.2015.2468291,3D Regression Heat Map Analysis of Population Study Data,7.0,7.0,Bernhard Preim,https://ieeexplore.ieee.org/author/37424645300,"Otto-von-Guericke University Magdeburg, Germany",True
2016,10.1109/TVCG.2016.2598590,Visualizing Social Media Content with SentenTree,3.0,1.0,Mengdie Hu,https://ieeexplore.ieee.org/author/38238187000,Twitter Inc.,False
2016,10.1109/TVCG.2016.2598590,Visualizing Social Media Content with SentenTree,3.0,2.0,Krist Wongsuphasawat,https://ieeexplore.ieee.org/author/37670523200,Twitter Inc.,True
2016,10.1109/TVCG.2016.2598590,Visualizing Social Media Content with SentenTree,3.0,3.0,John Stasko,https://ieeexplore.ieee.org/author/37267736900,Georgia Institute of Technology,True
2016,10.1109/TVCG.2016.2598919,Probabilistic Graph Layout for Uncertain Network Visualization,6.0,1.0,Christoph Schulz,https://ieeexplore.ieee.org/author/37085884246,"VISUS, University of Stuttgart",True
2016,10.1109/TVCG.2016.2598919,Probabilistic Graph Layout for Uncertain Network Visualization,6.0,2.0,Arlind Nocaj,https://ieeexplore.ieee.org/author/37085772409,University of Konstanz,True
2016,10.1109/TVCG.2016.2598919,Probabilistic Graph Layout for Uncertain Network Visualization,6.0,3.0,Jochen Goertler,https://ieeexplore.ieee.org/author/37085890167,University of Konstanz,True
2016,10.1109/TVCG.2016.2598919,Probabilistic Graph Layout for Uncertain Network Visualization,6.0,4.0,Oliver Deussen,https://ieeexplore.ieee.org/author/37266781000,University of Konstanz,True
2016,10.1109/TVCG.2016.2598919,Probabilistic Graph Layout for Uncertain Network Visualization,6.0,5.0,Ulrik Brandes,https://ieeexplore.ieee.org/author/37550836200,University of Konstanz,True
2016,10.1109/TVCG.2016.2598919,Probabilistic Graph Layout for Uncertain Network Visualization,6.0,6.0,Daniel Weiskopf,https://ieeexplore.ieee.org/author/37268045000,"VISUS, University of Stuttgart",True
2016,10.1109/TVCG.2016.2598415,A Visual Analytics Approach for Understanding Reasons behind Snowballing and Comeback in MOBA Games,7.0,1.0,Quan Li,https://ieeexplore.ieee.org/author/37085720737,Hong Kong University of Science and Technology,True
2016,10.1109/TVCG.2016.2598415,A Visual Analytics Approach for Understanding Reasons behind Snowballing and Comeback in MOBA Games,7.0,2.0,Peng Xu,https://ieeexplore.ieee.org/author/37085721107,"NetEase, Inc.",True
2016,10.1109/TVCG.2016.2598415,A Visual Analytics Approach for Understanding Reasons behind Snowballing and Comeback in MOBA Games,7.0,3.0,Yeuk Yin Chan,https://ieeexplore.ieee.org/author/37085666246,Hong Kong University of Science and Technology,True
2016,10.1109/TVCG.2016.2598415,A Visual Analytics Approach for Understanding Reasons behind Snowballing and Comeback in MOBA Games,7.0,4.0,Yun Wang,https://ieeexplore.ieee.org/author/37086545328,Hong Kong University of Science and Technology,True
2016,10.1109/TVCG.2016.2598415,A Visual Analytics Approach for Understanding Reasons behind Snowballing and Comeback in MOBA Games,7.0,5.0,Zhipeng Wang,https://ieeexplore.ieee.org/author/37085900648,China Academy of Art,True
2016,10.1109/TVCG.2016.2598415,A Visual Analytics Approach for Understanding Reasons behind Snowballing and Comeback in MOBA Games,7.0,6.0,Huamin Qu,https://ieeexplore.ieee.org/author/37272637300,Hong Kong University of Science and Technology,True
2016,10.1109/TVCG.2016.2598415,A Visual Analytics Approach for Understanding Reasons behind Snowballing and Comeback in MOBA Games,7.0,7.0,Xiaojuan Ma,https://ieeexplore.ieee.org/author/37085504538,Hong Kong University of Science and Technology,True
2016,10.1109/TVCG.2016.2598544,Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods,7.0,1.0,Aritra Dasgupta,https://ieeexplore.ieee.org/author/37593202500,Pacific Northwest National Laboratory,True
2016,10.1109/TVCG.2016.2598544,Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods,7.0,2.0,Joon-Yong Lee,https://ieeexplore.ieee.org/author/37085904205,Pacific Northwest National Laboratory,True
2016,10.1109/TVCG.2016.2598544,Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods,7.0,3.0,Ryan Wilson,https://ieeexplore.ieee.org/author/37085901445,Pacific Northwest National Laboratory,True
2016,10.1109/TVCG.2016.2598544,Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods,7.0,4.0,Robert A. Lafrance,https://ieeexplore.ieee.org/author/37085902427,Pacific Northwest National Laboratory,True
2016,10.1109/TVCG.2016.2598544,Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods,7.0,5.0,Nick Cramer,https://ieeexplore.ieee.org/author/37941944900,Pacific Northwest National Laboratory,True
2016,10.1109/TVCG.2016.2598544,Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods,7.0,6.0,Kristin Cook,https://ieeexplore.ieee.org/author/37085505404,Pacific Northwest National Laboratory,True
2016,10.1109/TVCG.2016.2598544,Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods,7.0,7.0,Samuel Payne,https://ieeexplore.ieee.org/author/37085902516,Pacific Northwest National Laboratory,True
2017,10.1109/TVCG.2017.2744218,iTTVis: Interactive Visualization of Table Tennis Data,7.0,1.0,Yingcai Wu,https://ieeexplore.ieee.org/author/37407308300,"State Key Lab of CAD & CG, Zhejiang University",True
2017,10.1109/TVCG.2017.2744218,iTTVis: Interactive Visualization of Table Tennis Data,7.0,2.0,Ji Lan,https://ieeexplore.ieee.org/author/37086238864,"State Key Lab of CAD & CG, Zhejiang University",True
2017,10.1109/TVCG.2017.2744218,iTTVis: Interactive Visualization of Table Tennis Data,7.0,3.0,Xinhuan Shu,https://ieeexplore.ieee.org/author/37086245904,"State Key Lab of CAD & CG, Zhejiang University",True
2017,10.1109/TVCG.2017.2744218,iTTVis: Interactive Visualization of Table Tennis Data,7.0,4.0,Chenyang Ji,https://ieeexplore.ieee.org/author/37086239315,"State Key Lab of CAD & CG, Zhejiang University",True
2017,10.1109/TVCG.2017.2744218,iTTVis: Interactive Visualization of Table Tennis Data,7.0,5.0,Kejian Zhao,https://ieeexplore.ieee.org/author/37086242254,"State Key Lab of CAD & CG, Zhejiang University",True
2017,10.1109/TVCG.2017.2744218,iTTVis: Interactive Visualization of Table Tennis Data,7.0,6.0,Jiachen Wang,https://ieeexplore.ieee.org/author/37086242334,"State Key Lab of CAD & CG, Zhejiang University",True
2017,10.1109/TVCG.2017.2744218,iTTVis: Interactive Visualization of Table Tennis Data,7.0,7.0,Hui Zhang,https://ieeexplore.ieee.org/author/37086236404,"Department of Physical Education, Zhejiang University",True
2017,10.1109/TVCG.2017.2745978,HiPiler: Visual Exploration of Large Genome Interaction Matrices with Interactive Small Multiples,5.0,1.0,Fritz Lekschas,https://ieeexplore.ieee.org/author/37086215204,Harvard University,True
2017,10.1109/TVCG.2017.2745978,HiPiler: Visual Exploration of Large Genome Interaction Matrices with Interactive Small Multiples,5.0,2.0,Benjamin Bach,https://ieeexplore.ieee.org/author/37085687578,Harvard University,True
2017,10.1109/TVCG.2017.2745978,HiPiler: Visual Exploration of Large Genome Interaction Matrices with Interactive Small Multiples,5.0,3.0,Peter Kerpedjiev,https://ieeexplore.ieee.org/author/37086224967,Harvard Medical School,True
2017,10.1109/TVCG.2017.2745978,HiPiler: Visual Exploration of Large Genome Interaction Matrices with Interactive Small Multiples,5.0,4.0,Nils Gehlenborg,https://ieeexplore.ieee.org/author/37972937500,Harvard Medical School,True
2017,10.1109/TVCG.2017.2745978,HiPiler: Visual Exploration of Large Genome Interaction Matrices with Interactive Small Multiples,5.0,5.0,Hanspeter Pfister,https://ieeexplore.ieee.org/author/37275698100,Harvard University,True
2017,10.1109/TVCG.2017.2744198,"Keeping Multiple Views Consistent: Constraints, Validations, and Exceptions in Visualization Authoring",2.0,1.0,Zening Qu,https://ieeexplore.ieee.org/author/37086218547,University of Washington,True
2017,10.1109/TVCG.2017.2744198,"Keeping Multiple Views Consistent: Constraints, Validations, and Exceptions in Visualization Authoring",2.0,2.0,Jessica Hullman,https://ieeexplore.ieee.org/author/38016234500,University of Washington,True
2017,10.1109/TVCG.2017.2744159,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views,7.0,1.0,Qiaomu Shen,https://ieeexplore.ieee.org/author/37085634001,Hong Kong University of Science and Technology,True
2017,10.1109/TVCG.2017.2744159,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views,7.0,2.0,Wei Zeng,https://ieeexplore.ieee.org/author/37087101788,"Future Cities Laboratory, ETH Zurich",True
2017,10.1109/TVCG.2017.2744159,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views,7.0,3.0,Yu Ye,https://ieeexplore.ieee.org/author/37086236963,Tongji University,True
2017,10.1109/TVCG.2017.2744159,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views,7.0,4.0,Stefan Müller Arisona,https://ieeexplore.ieee.org/author/37945936400,University of Applied Sciences and Arts Northwestern Switzerland FHNW,True
2017,10.1109/TVCG.2017.2744159,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views,7.0,5.0,Simon Schubiger,https://ieeexplore.ieee.org/author/37945936000,University of Applied Sciences and Arts Northwestern Switzerland FHNW,True
2017,10.1109/TVCG.2017.2744159,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views,7.0,6.0,Remo Burkhard,https://ieeexplore.ieee.org/author/37282993500,"Future Cities Laboratory, ETH Zurich",True
2017,10.1109/TVCG.2017.2744159,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views,7.0,7.0,Huamin Qu,https://ieeexplore.ieee.org/author/37272637300,Hong Kong University of Science and Technology,True
2017,10.1109/TVCG.2017.2744805,SOMFlow: Guided Exploratory Cluster Analysis with Self-Organizing Maps and Analytic Provenance,7.0,1.0,Dominik Sacha,https://ieeexplore.ieee.org/author/37085566394,"University of Konstanz, Germany",True
2017,10.1109/TVCG.2017.2744805,SOMFlow: Guided Exploratory Cluster Analysis with Self-Organizing Maps and Analytic Provenance,7.0,2.0,Matthias Kraus,https://ieeexplore.ieee.org/author/37086236869,"University of Konstanz, Germany",True
2017,10.1109/TVCG.2017.2744805,SOMFlow: Guided Exploratory Cluster Analysis with Self-Organizing Maps and Analytic Provenance,7.0,3.0,Jürgen Bernard,https://ieeexplore.ieee.org/author/37606179600,"TU Darmstadt, Germany",True
2017,10.1109/TVCG.2017.2744805,SOMFlow: Guided Exploratory Cluster Analysis with Self-Organizing Maps and Analytic Provenance,7.0,4.0,Michael Behrisch,https://ieeexplore.ieee.org/author/38551542600,"University of Konstanz, Germany",True
2017,10.1109/TVCG.2017.2744805,SOMFlow: Guided Exploratory Cluster Analysis with Self-Organizing Maps and Analytic Provenance,7.0,5.0,Tobias Schreck,https://ieeexplore.ieee.org/author/37282557600,Graz University of Technology,True
