Year,DOI,IEEE Title,Title on Google Scholar,Citation Link,Citation Counts on Google Scholar
2015,10.1109/TVCG.2015.2467754,Visually Comparing Weather Features in Forecasts,Visually comparing weather features in forecasts,"https://scholar.google.com/scholar?cites=4822055827898605107&as_sdt=5,50&sciodt=0,50&hl=en",59
2015,10.1109/TVCG.2015.2467431,Association Analysis for Visual Exploration of Multivariate Scientific Data Sets,Association analysis for visual exploration of multivariate scientific data sets,"https://scholar.google.com/scholar?cites=1955788980033320180&as_sdt=5,50&sciodt=0,50&hl=en",45
2015,10.1109/TVCG.2015.2467813,BiSet: Semantic Edge Bundling with Biclusters for Sensemaking,Biset: Semantic edge bundling with biclusters for sensemaking,"https://scholar.google.com/scholar?cites=15716919074762525541&as_sdt=5,50&sciodt=0,50&hl=en",60
2016,10.1109/TVCG.2016.2598827,Visualization as Seen through its Research Paper Keywords,Visualization as seen through its research paper keywords,"https://scholar.google.com/scholar?cites=8915213777572795630&as_sdt=5,50&sciodt=0,50&hl=en",64
2016,10.1109/TVCG.2016.2598470,Designing Progressive and Interactive Analytics Processes for High-Dimensional Data Analysis,Designing progressive and interactive analytics processes for high-dimensional data analysis,"https://scholar.google.com/scholar?cites=10337311136437519112&as_sdt=5,50&sciodt=0,50&hl=en",94
2016,10.1109/TVCG.2016.2598829,An Analysis of Machine- and Human-Analytics in Classification,An analysis of machine-and human-analytics in classification,"https://scholar.google.com/scholar?cites=3190015164829760809&as_sdt=5,50&sciodt=0,50&hl=en",84
2017,10.1109/TVCG.2017.2743938,The Topology ToolKit,The topology toolkit,"https://scholar.google.com/scholar?cites=3078069409729645959&as_sdt=5,50&sciodt=0,50&hl=en",152
1991,10.1109/VISUAL.1991.175820,Deixis and the future of visualization excellence,Deixis and the future of visualization excellence,"https://scholar.google.com/scholar?cites=17350861417353672738&as_sdt=5,50&sciodt=0,50&hl=en",36
1992,10.1109/VISUAL.1992.235205,VISAGE: an object-oriented scientific visualization system,VISAGE: An object-oriented scientific visualization system,"https://scholar.google.com/scholar?cites=12862155080977475647&as_sdt=5,50&sciodt=0,50&hl=en",41
1995,10.1109/VISUAL.1995.480794,Visualization of biological sequence similarity search results,Visualization of biological sequence similarity search results,"https://scholar.google.com/scholar?cites=13035133534639684422&as_sdt=5,50&sciodt=0,50&hl=en",39
1998,10.1109/VISUAL.1998.745310,Accelerated ray-casting for curvilinear volumes,Accelerated ray-casting for curvilinear volumes,"https://scholar.google.com/scholar?cites=6797753718215326789&as_sdt=5,50&sciodt=0,50&hl=en",43
1999,10.1109/INFVIS.1999.801867,A Java-based visual mining infrastructure and applications,A Java-based visual mining infrastructure and applications,"https://scholar.google.com/scholar?cites=17166659470701480319&as_sdt=5,50&sciodt=0,50&hl=en",36
1999,10.1109/VISUAL.1999.809897,C1-interpolation for vector field topology visualization,C1-interpolation for vector field topology visualization,"https://scholar.google.com/scholar?cites=16733512141192929413&as_sdt=5,50&sciodt=0,50&hl=en",45
2001,10.1109/VISUAL.2001.964514,Cell-projection of cyclic meshes,[PDF] Cell-projection of cyclic meshes.,"https://scholar.google.com/scholar?cites=18222594987547376715&as_sdt=5,50&sciodt=0,50&hl=en",41
2002,10.1109/VISUAL.2002.1183801,Horizon occlusion culling for real-time rendering of hierarchical terrains,Horizon occlusion culling for real-time rendering of hierarchical terrains,"https://scholar.google.com/scholar?cites=3567308560118546709&as_sdt=5,50&sciodt=0,50&hl=en",50
2002,10.1109/VISUAL.2002.1183808,Approximating normals for marching cubes applied to locally supported isosurfaces,Approximating normals for marching cubes applied to locally supported isosurfaces,"https://scholar.google.com/scholar?cites=6669874754854435153&as_sdt=5,50&sciodt=0,50&hl=en",45
2002,10.1109/VISUAL.2002.1183809,Volume warping for adaptive isosurface extraction,Volume warping for adaptive isosurface extraction,"https://scholar.google.com/scholar?cites=4935172300183654584&as_sdt=5,50&sciodt=0,50&hl=en",26
2006,10.1109/TVCG.2006.198,Visualization of Geo-spatial Point Sets via Global Shape Transformation and Local Pixel Placement,Visualization of geo-spatial point sets via global shape transformation and local pixel placement,"https://scholar.google.com/scholar?cites=9587352382012478677&as_sdt=5,50&sciodt=0,50&hl=en",46
2006,10.1109/TVCG.2006.135,Distributed Shared Memory for Roaming Large Volumes,Distributed shared memory for roaming large volumes,"https://scholar.google.com/scholar?cites=1787214723904316399&as_sdt=5,50&sciodt=0,50&hl=en",22
2006,10.1109/TVCG.2006.176,Scalable WIM: Effective Exploration in Large-scale Astrophysical Environments,Scalable WIM: Effective exploration in large-scale astrophysical environments,"https://scholar.google.com/scholar?cites=17493236043564122014&as_sdt=5,50&sciodt=0,50&hl=en",32
2006,10.1109/TVCG.2006.201,Vortex Visualization for Practical Engineering Applications,Vortex visualization for practical engineering applications,"https://scholar.google.com/scholar?cites=18134393229166312274&as_sdt=5,50&sciodt=0,50&hl=en",40
2007,10.1109/TVCG.2007.70556,Exploring Multiple Trees through DAG Representations,Exploring multiple trees through DAG representations,"https://scholar.google.com/scholar?cites=9833679480930468582&as_sdt=5,50&sciodt=0,50&hl=en",47
2007,10.1109/VAST.2007.4389005,NewsLab: Exploratory Broadcast News Video Analysis,Newslab: Exploratory broadcast news video analysis,"https://scholar.google.com/scholar?cites=14142363535758186963&as_sdt=5,50&sciodt=0,50&hl=en",46
2009,10.1109/TVCG.2009.180,SellTrend: Inter-Attribute Visual Analysis of Temporal Transaction Data,Selltrend: Inter-attribute visual analysis of temporal transaction data,"https://scholar.google.com/scholar?cites=12415840212361603100&as_sdt=5,50&sciodt=0,50&hl=en",44
2009,10.1109/TVCG.2009.202,Visualizing the Intellectual Structure with Paper-Reference Matrices,Visualizing the intellectual structure with paper-reference matrices,"https://scholar.google.com/scholar?cites=4911188596922935374&as_sdt=5,50&sciodt=0,50&hl=en",40
2009,10.1109/TVCG.2009.119,Applying Manifold Learning to Plotting Approximate Contour Trees,Applying manifold learning to plotting approximate contour trees,"https://scholar.google.com/scholar?cites=14163192738121584460&as_sdt=5,50&sciodt=0,50&hl=en",40
2009,10.1109/TVCG.2009.169,Multimodal Vessel Visualization of Mouse Aorta PET/CT Scans,Multimodal vessel visualization of mouse aorta PET/CT scans,"https://scholar.google.com/scholar?cites=16102790719312415164&as_sdt=5,50&sciodt=0,50&hl=en",43
2010,10.1109/TVCG.2010.216,Visualization of Diversity in Large Multivariate Data Sets,Visualization of diversity in large multivariate data sets,"https://scholar.google.com/scholar?cites=10519184515403259845&as_sdt=5,50&sciodt=0,50&hl=en",40
2010,10.1109/VAST.2010.5652890,Interactive querying of temporal data using a comic strip metaphor,Interactive querying of temporal data using a comic strip metaphor,"https://scholar.google.com/scholar?cites=13686568659534842004&as_sdt=5,50&sciodt=0,50&hl=en",41
2010,10.1109/TVCG.2010.146,Discontinuities in Continuous Scatter Plots,Discontinuities in continuous scatter plots,"https://scholar.google.com/scholar?cites=10306945105064279823&as_sdt=5,50&sciodt=0,50&hl=en",39
2011,10.1109/TVCG.2011.167,Arc Length-Based Aspect Ratio Selection,Arc length-based aspect ratio selection,"https://scholar.google.com/scholar?cites=3144967581963553725&as_sdt=5,50&sciodt=0,50&hl=en",29
2012,10.1109/TVCG.2012.250,Organizing Search Results with a Reference Map,Organizing search results with a reference map,"https://scholar.google.com/scholar?cites=10457373969459522693&as_sdt=5,50&sciodt=0,50&hl=en",39
2013,10.1109/TVCG.2013.187,Selecting the Aspect Ratio of a Scatter Plot Based on Its Delaunay Triangulation,Selecting the aspect ratio of a scatter plot based on its delaunay triangulation,"https://scholar.google.com/scholar?cites=2045143129662351288&as_sdt=5,50&sciodt=0,50&hl=en",35
2013,10.1109/TVCG.2013.132,An Extensible Framework for Provenance in Human Terrain Visual Analytics,An extensible framework for provenance in human terrain visual analytics,"https://scholar.google.com/scholar?cites=3695959499205285934&as_sdt=5,50&sciodt=0,50&hl=en",52
2013,10.1109/TVCG.2013.213,VAICo: Visual Analysis for Image Comparison,VAICo: Visual analysis for image comparison,"https://scholar.google.com/scholar?cites=1512559081884178735&as_sdt=5,50&sciodt=0,50&hl=en",52
2014,10.1109/TVCG.2014.2346422,"Node, Node-Link, and Node-Link-Group Diagrams: An Evaluation","Node, node-link, and node-link-group diagrams: An evaluation","https://scholar.google.com/scholar?cites=4293950403177751913&as_sdt=5,50&sciodt=0,50&hl=en",67
2014,10.1109/TVCG.2014.2346456,Combing the Communication Hairball: Visualizing Parallel Execution Traces using Logical Time,Combing the communication hairball: Visualizing parallel execution traces using logical time,"https://scholar.google.com/scholar?cites=4938483445399201423&as_sdt=5,50&sciodt=0,50&hl=en",62
2014,10.1109/TVCG.2014.2346913,VAET: A Visual Analytics Approach for E-Transactions Time-Series,VAET: A visual analytics approach for e-transactions time-series,"https://scholar.google.com/scholar?cites=16723212312426633763&as_sdt=5,50&sciodt=0,50&hl=en",58
2015,10.1109/TVCG.2015.2467201,Suggested Interactivity: Seeking Perceived Affordances for Information Visualization,Suggested interactivity: Seeking perceived affordances for information visualization,"https://scholar.google.com/scholar?cites=6793937076862299965&as_sdt=5,50&sciodt=0,50&hl=en",63
2015,10.1109/TVCG.2015.2467471,A Linguistic Approach to Categorical Color Assignment for Data Visualization,A linguistic approach to categorical color assignment for data visualization,"https://scholar.google.com/scholar?cites=14612309845490859563&as_sdt=5,50&sciodt=0,50&hl=en",68
2016,10.1109/TVCG.2016.2599217,Hybrid Tactile/Tangible Interaction for 3D Data Exploration,Hybrid tactile/tangible interaction for 3D data exploration,"https://scholar.google.com/scholar?cites=2265744880768842893&as_sdt=5,50&sciodt=0,50&hl=en",59
2016,10.1109/TVCG.2016.2598446,AxiSketcher: Interactive Nonlinear Axis Mapping of Visualizations through User Drawings,Axisketcher: Interactive nonlinear axis mapping of visualizations through user drawings,"https://scholar.google.com/scholar?cites=3042176340717373316&as_sdt=5,50&sciodt=0,50&hl=en",69
2017,10.1109/TVCG.2017.2744818,Comparing Visual-Interactive Labeling with Active Learning: An Experimental Study,Comparing visual-interactive labeling with active learning: An experimental study,"https://scholar.google.com/scholar?cites=13430848080983855204&as_sdt=5,50&sciodt=0,50&hl=en",102
2017,10.1109/TVCG.2017.2745083,Sequence Synopsis: Optimize Visual Summary of Temporal Event Data,Sequence synopsis: Optimize visual summary of temporal event data,"https://scholar.google.com/scholar?cites=13189948575552764114&as_sdt=5,50&sciodt=0,50&hl=en",74
2017,10.1109/VAST.2017.8585669,"Warning, Bias May Occur: A Proposed Approach to Detecting Cognitive Bias in Interactive Visual Analytics","Warning, bias may occur: A proposed approach to detecting cognitive bias in interactive visual analytics","https://scholar.google.com/scholar?cites=15497711287687630373&as_sdt=5,50&sciodt=0,50&hl=en",100
1997,10.1109/INFVIS.1997.636790,Design and evaluation of incremental data structures and algorithms for dynamic query interfaces,Design and evaluation of incremental data structures and algorithms for dynamic query interfaces,"https://scholar.google.com/scholar?cites=3496861312477349739&as_sdt=5,50&sciodt=0,50&hl=en",31
1998,10.1109/VISUAL.1998.745330,Task-specific visualization design: a case study in operational weather forecasting,Task-specific visualization design: a case study in operational weather forecasting,"https://scholar.google.com/scholar?cites=14917367209409623135&as_sdt=5,50&sciodt=0,50&hl=en",36
1999,10.1109/VISUAL.1999.809864,Large field visualization with demand-driven calculation,Large field visualization with demand-driven calculation,"https://scholar.google.com/scholar?cites=9705699608508207611&as_sdt=5,50&sciodt=0,50&hl=en",39
1999,10.1109/VISUAL.1999.809874,Feature comparisons of 3-D vector fields using earth mover's distance,Feature comparisons of 3-D vector fields using earth mover's distance,"https://scholar.google.com/scholar?cites=417605353458230952&as_sdt=5,50&sciodt=0,50&hl=en",52
2000,10.1109/VISUAL.2000.885702,Image based rendering with stable frame rates,Image based rendering with stable frame rates,"https://scholar.google.com/scholar?cites=973059357772818577&as_sdt=5,50&sciodt=0,50&hl=en",38
2000,10.1109/VISUAL.2000.885715,A continuous clustering method for vector fields,[BOOK] A continuous clustering method for vector fields,"https://scholar.google.com/scholar?cites=17787401979936405403&as_sdt=5,50&sciodt=0,50&hl=en",46
2002,10.1109/INFVIS.2002.1173158,Multiple foci drill-down through tuple and attribute aggregation polyarchies in tabular data,Multiple foci drill-down through tuple and attribute aggregation polyarchies in tabular data,"https://scholar.google.com/scholar?cites=12438217579090986782&as_sdt=5,50&sciodt=0,50&hl=en",32
2002,10.1109/VISUAL.2002.1183806,A radial focus+context visualization for multi-dimensional functions,A radial focus+ context visualization for multi-dimensional functions,"https://scholar.google.com/scholar?cites=6938813803484528530&as_sdt=5,50&sciodt=0,50&hl=en",26
2003,10.1109/VISUAL.2003.1250423,Interactive protein manipulation,[BOOK] Interactive protein manipulation,"https://scholar.google.com/scholar?cites=4294458064115034569&as_sdt=5,50&sciodt=0,50&hl=en",30
2005,10.1109/VISUAL.2005.1532835,Visualizing intersecting surfaces with nested-surface techniques,Visualizing intersecting surfaces with nested-surface techniques,"https://scholar.google.com/scholar?cites=8497927604918996175&as_sdt=5,50&sciodt=0,50&hl=en",36
2006,10.1109/TVCG.2006.197,Visualization of Fibrous and Thread-like Data,Visualization of fibrous and thread-like data,"https://scholar.google.com/scholar?cites=12826007125075178513&as_sdt=5,50&sciodt=0,50&hl=en",40
