Conference,Year,Title,DOI,FirstPage,LastPage,PaperType,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Venue Name,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Concepts,Number of Citations,Number of Authors,Cross-type Collaboration,Cross-country Collaboration,With US Authors,Both Cross-type and Cross-country Collaboration,IEEE Title,Citation Counts on Google Scholar,Award,Award Name,Award Track
Vis,2009,Coloring 3D Line fields Using Boy's Real Projective Plane Immersion,10.1109/TVCG.2009.125,1457,1464,J,2009,2009-11-01,W2166793263,IEEE Transactions on Visualization and Computer Graphics,1457.0,1464.0,8.0,10,8,14,3.0,False,False,True,False,Coloring 3D Line Fields Using Boy’s Real Projective Plane Immersion,19,False,,
Vis,2010,Special Relativistic Visualization by Local Ray Tracing,10.1109/TVCG.2010.196,1243,1250,J,2010,2010-11-01,W2134142311,IEEE Transactions on Visualization and Computer Graphics,1243.0,1250.0,8.0,27,11,14,3.0,True,True,True,True,Special Relativistic Visualization by Local Ray Tracing,15,False,,
VAST,2011,G-PARE: A visual analytic tool for comparative analysis of uncertain graphs,10.1109/VAST.2011.6102442,61,70,C,2011,2011-12-15,W2034427182,visual analytics science and technology,61.0,70.0,10.0,38,10,15,5.0,False,False,True,False,G-PARE: A visual analytic tool for comparative analysis of uncertain graphs,22,False,,
VAST,2011,Interactive decision making using dissimilarity to visually represented prototypes,10.1109/VAST.2011.6102451,141,149,C,2011,2011-12-15,W2147394386,visual analytics science and technology,141.0,149.0,9.0,30,13,16,3.0,False,False,False,False,Interactive decision making using dissimilarity to visually represented prototypes,21,False,,
Vis,2011,Evaluation of Trend Localization with Multi-Variate Visualizations,10.1109/TVCG.2011.194,2053,2062,J,2011,2011-12-01,W2161240651,IEEE Transactions on Visualization and Computer Graphics,2053.0,2062.0,10.0,26,13,15,2.0,False,False,True,False,Evaluation of Trend Localization with Multi-Variate Visualizations,27,False,,
SciVis,2012,Evaluation of Multivariate Visualization on a Multivariate Task,10.1109/TVCG.2012.223,2114,2121,J,2012,2012-12-01,W1995587919,IEEE Transactions on Visualization and Computer Graphics,2114.0,2121.0,8.0,23,12,12,3.0,False,False,True,False,Evaluation of Multivariate Visualization on a Multivariate Task,23,False,,
SciVis,2013,Detecting Symmetry in Scalar fields Using Augmented Extremum Graphs,10.1109/TVCG.2013.148,2663,2672,J,2013,2013-12-01,W2063709346,IEEE Transactions on Visualization and Computer Graphics,2663.0,2672.0,10.0,39,11,18,2.0,False,False,False,False,Detecting Symmetry in Scalar Fields Using Augmented Extremum Graphs,25,False,,
VAST,2013,SketchPadN-D: WYDIWYG Sculpting and Editing in High-Dimensional Space,10.1109/TVCG.2013.190,2060,2069,J,2013,2013-12-01,W1972380482,IEEE Transactions on Visualization and Computer Graphics,2060.0,2069.0,10.0,17,13,11,3.0,False,False,True,False,SketchPadN-D: WYDIWYG Sculpting and Editing in High-Dimensional Space,30,False,,
SciVis,2014,Vortex Cores of Inertial Particles,10.1109/TVCG.2014.2346415,2535,2544,J,2014,2014-12-01,W1968005998,IEEE Transactions on Visualization and Computer Graphics,2535.0,2544.0,10.0,35,10,18,2.0,False,False,False,False,Vortex Cores of Inertial Particles,23,False,,
SciVis,2014,Visualization of Brain Microstructure Through Spherical Harmonics Illumination of High Fidelity Spatio-Angular Fields,10.1109/TVCG.2014.2346411,2516,2525,J,2014,2014-11-06,W2018053651,IEEE Transactions on Visualization and Computer Graphics,2516.0,2525.0,10.0,52,9,11,4.0,False,False,True,False,Visualization of Brain Microstructure Through Spherical Harmonics Illumination of High Fidelity Spatio-Angular Fields,24,True,BP,SciVis
VAST,2014,"Analyzing High-dimensional Multivariate Network Links with Integrated Anomaly Detection, Highlighting and Exploration",10.1109/VAST.2014.7042484,83,92,C,2014,2014-10-01,W1969745267,visual analytics science and technology,83.0,92.0,10.0,46,10,18,9.0,False,True,True,False,"Analyzing high-dimensional multivaríate network links with integrated anomaly detection, highlighting and exploration",33,False,,
InfoVis,2015,Vials: Visualizing Alternative Splicing of Genes,10.1109/TVCG.2015.2467911,399,408,J,2016,2016-01-31,W1917860882,IEEE Transactions on Visualization and Computer Graphics,399.0,408.0,10.0,32,14,15,7.0,True,True,True,True,Vials: Visualizing Alternative Splicing of Genes,14,False,,
SciVis,2015,Planar Visualization of Treelike Structures,10.1109/TVCG.2015.2467413,906,915,J,2016,2016-01-31,W1951374550,IEEE Transactions on Visualization and Computer Graphics,906.0,915.0,10.0,43,13,14,2.0,False,False,True,False,Planar Visualization of Treelike Structures,21,False,,
VAST,2015,Wavelet-based visualization of time-varying data on graphs,10.1109/VAST.2015.7347624,1,8,C,2015,2015-12-07,W2188492872,visual analytics science and technology,1.0,8.0,8.0,23,11,17,5.0,False,True,True,False,Wavelet-based visualization of time-varying data on graphs,33,False,,
InfoVis,2016,Visplause: Visual Data Quality Assessment of Many Time Series Using Plausibility Checks,10.1109/TVCG.2016.2598592,641,650,J,2017,2017-01-01,W2513302583,IEEE Transactions on Visualization and Computer Graphics,641.0,650.0,10.0,41,15,35,4.0,False,False,False,False,Visplause: Visual Data Quality Assessment of Many Time Series Using Plausibility Checks,55,False,,
SciVis,2016,Jacobi Fiber Surfaces for Bivariate Reeb Space Computation,10.1109/TVCG.2016.2599017,960,969,J,2017,2017-01-01,W2509962701,IEEE Transactions on Visualization and Computer Graphics,960.0,969.0,10.0,44,7,30,2.0,False,True,False,False,Jacobi Fiber Surfaces for Bivariate Reeb Space Computation,51,True,BP,SciVis
VAST,2016,PhenoStacks: Cross-Sectional Cohort Phenotype Comparison Visualizations,10.1109/TVCG.2016.2598469,191,200,J,2017,2017-01-01,W2500109981,IEEE Transactions on Visualization and Computer Graphics,191.0,200.0,10.0,42,10,18,6.0,True,True,True,True,PhenoStacks: Cross-Sectional Cohort Phenotype Comparison Visualizations,21,False,,
VAST,2016,Annotation Graphs: A Graph-Based Visualization for Meta-Analysis of Data Based on User-Authored Annotations,10.1109/TVCG.2016.2598543,261,270,J,2017,2017-01-01,W2509947681,IEEE Transactions on Visualization and Computer Graphics,261.0,270.0,10.0,36,8,24,5.0,False,True,True,False,Annotation Graphs: A Graph-Based Visualization for Meta-Analysis of Data Based on User-Authored Annotations,35,False,,
VAST,2016,DocuCompass: Effective exploration of document landscapes,10.1109/VAST.2016.7883507,11,20,C,2016,2016-10-01,W2598010724,visual analytics science and technology,11.0,20.0,10.0,47,12,23,5.0,False,False,False,False,DocuCompass: Effective exploration of document landscapes,37,False,,
VAST,2016,DropoutSeer: Visualizing learning patterns in Massive Open Online Courses for dropout reasoning and prediction,10.1109/VAST.2016.7883517,111,120,C,2016,2016-10-01,W2602387228,visual analytics science and technology,111.0,120.0,10.0,38,9,40,6.0,False,True,True,False,DropoutSeer: Visualizing learning patterns in Massive Open Online Courses for dropout reasoning and prediction,72,False,,
InfoVis,2017,What Would a Graph Look Like in this Layout? A Machine Learning Approach to Large Graph Visualization,10.1109/TVCG.2017.2743858,478,488,J,2018,2018-01-01,W2751731070,IEEE Transactions on Visualization and Computer Graphics,478.0,488.0,11.0,88,8,47,3.0,False,False,True,False,What Would a Graph Look Like in this Layout? A Machine Learning Approach to Large Graph Visualization,63,False,,
InfoVis,2017,CyteGuide: Visual Guidance for Hierarchical Single-Cell Analysis,10.1109/TVCG.2017.2744318,739,748,J,2018,2018-01-01,W2750682442,IEEE Transactions on Visualization and Computer Graphics,739.0,748.0,10.0,44,11,21,6.0,True,False,False,False,CyteGuide: Visual Guidance for Hierarchical Single-Cell Analysis,22,False,,
InfoVis,2017,CasCADe: A Novel 4D Visualization System for Virtual Construction Planning,10.1109/TVCG.2017.2745105,687,697,J,2018,2018-01-01,W2752795311,IEEE Transactions on Visualization and Computer Graphics,687.0,697.0,11.0,117,10,27,4.0,False,True,True,False,CasCADe: A Novel 4D Visualization System for Virtual Construction Planning,41,False,,
InfoVis,2017,Conceptual and Methodological Issues in Evaluating Multidimensional Visualizations for Decision Support,10.1109/TVCG.2017.2745138,749,759,J,2018,2018-01-01,W2750934719,IEEE Transactions on Visualization and Computer Graphics,749.0,759.0,11.0,88,14,24,3.0,True,False,False,False,Conceptual and Methodological Issues in Evaluating Multidimensional Visualizations for Decision Support,50,False,,
InfoVis,2017,Stable Treemaps via Local Moves,10.1109/TVCG.2017.2745140,729,738,J,2018,2018-01-01,W2750652038,IEEE Transactions on Visualization and Computer Graphics,729.0,738.0,10.0,16,11,28,3.0,False,False,False,False,Stable Treemaps via Local Moves,38,False,,
InfoVis,2017,Bridging from Goals to Tasks with Design Study Analysis Reports,10.1109/TVCG.2017.2744319,435,445,J,2018,2018-01-01,W2752586131,IEEE Transactions on Visualization and Computer Graphics,435.0,445.0,11.0,52,14,39,3.0,True,True,True,True,Bridging from Goals to Tasks with Design Study Analysis Reports,68,True,HM,InfoVis
SciVis,2017,Clique Community Persistence: A Topological Visual Analysis Approach for Complex Networks,10.1109/TVCG.2017.2744321,822,831,J,2018,2018-01-01,W2753142777,IEEE Transactions on Visualization and Computer Graphics,822.0,831.0,10.0,48,11,38,4.0,False,False,False,False,Clique Community Persistence: A Topological Visual Analysis Approach for Complex Networks,42,False,,
VAST,2017,Supporting Handoff in Asynchronous Collaborative Sensemaking Using Knowledge-Transfer Graphs,10.1109/TVCG.2017.2745279,340,350,J,2018,2018-01-01,W2752059862,IEEE Transactions on Visualization and Computer Graphics,340.0,350.0,11.0,54,10,29,5.0,False,True,True,False,Supporting Handoff in Asynchronous Collaborative Sensemaking Using Knowledge-Transfer Graphs,59,True,HM,VAST
VAST,2018,Clustrophile 2: Guided Visual Clustering Analysis,10.1109/TVCG.2018.2864477,267,276,J,2019,2019-01-01,W2962865691,IEEE Transactions on Visualization and Computer Graphics,267.0,276.0,10.0,43,13,59,2.0,True,False,True,False,Clustrophile 2: Guided Visual Clustering Analysis,72,False,,
VAST,2018,ForVizor: Visualizing Spatio-Temporal Team Formations in Soccer,10.1109/TVCG.2018.2865041,65,75,J,2019,2019-01-01,W2888032845,IEEE Transactions on Visualization and Computer Graphics,65.0,75.0,11.0,37,9,45,8.0,False,False,False,False,ForVizor: Visualizing Spatio-Temporal Team Formations in Soccer,63,False,,
VAST,2018,DQNViz: A Visual Analytics Approach to Understand Deep Q-Networks,10.1109/TVCG.2018.2864504,288,298,J,2019,2019-01-01,W2892051885,IEEE Transactions on Visualization and Computer Graphics,288.0,298.0,11.0,49,11,60,4.0,True,False,True,False,DQNViz: A Visual Analytics Approach to Understand Deep Q-Networks,96,True,HM,VAST
Vis,1990,Design of an end-user data visualization system,10.1109/VISUAL.1990.146397,323,"328, 487",C,1990,1990-10-23,W2163035873,ieee visualization,323.0,328.0,6.0,6,11,10,4.0,False,False,True,False,Design of an end-user data visualization system,25,False,,
Vis,1992,Logical time in visualizations produced by parallel programs,10.1109/VISUAL.1992.235209,186,193,C,1992,1992-10-19,W2127929713,ieee visualization,186.0,193.0,8.0,15,14,11,3.0,False,False,True,False,Logical time in visualizations produced by parallel programs,18,False,,
Vis,1994,An object oriented design for the visualization of multi-variable data objects,10.1109/VISUAL.1994.346303,318,"325, C35",C,1994,1994-10-17,W2140037506,ieee visualization,318.0,325.0,8.0,15,13,10,2.0,False,False,True,False,An object oriented design for the visualization of multi-variable data objects,24,False,,
Vis,1995,Volume-based reasoning and visualization of diecastability,10.1109/VISUAL.1995.485152,359,"362, 474",C,1995,1995-10-29,W2102098184,ieee visualization,359.0,362.0,4.0,5,12,10,4.0,False,False,True,False,Volume-based reasoning and visualization of diecastability,18,False,,
Vis,1996,Electrical energy absorption in the human head from a cellular telephone,10.1109/VISUAL.1996.568135,371,374,C,1996,1996-10-27,W2127254672,ieee visualization,371.0,374.0,4.0,1,11,12,5.0,False,False,True,False,Electrical energy absorption in the human head from a cellular telephone,14,False,,
Vis,1996,Interactive visualization of ocean circulation models,10.1109/VISUAL.1996.568149,429,432,C,1996,1996-10-27,W2155921755,ieee visualization,429.0,432.0,4.0,2,8,8,11.0,True,False,True,False,Interactive visualization of ocean circulation models,17,False,,
InfoVis,1997,Managing software with new visual representations,10.1109/INFVIS.1997.636782,30,37,C,1997,1997-10-18,W1581117166,ieee symposium on information visualization,30.0,37.0,8.0,14,9,11,2.0,True,False,True,False,Managing software with new visual representations,24,False,,
Vis,1998,Acoustic imaging and visualization of plumes discharging from black smoker vents on the deep seafloor,10.1109/VISUAL.1998.745347,475,478,C,1998,1998-10-18,W2148931561,ieee visualization,475.0,478.0,4.0,10,9,10,4.0,False,False,True,False,Acoustic imaging and visualization of plumes discharging from black smoker vents on the deep seafloor,18,False,,
Vis,1999,VizCraft: a multidimensional visualization tool for aircraft configuration design,10.1109/VISUAL.1999.809921,425,555,C,1999,1999-10-25,W1606918473,ieee visualization,425.0,555.0,131.0,9,9,11,7.0,False,False,True,False,VizCraft: a multidimensional visualization tool for aircraft configuration design,19,False,,
Vis,2000,Creating reusable visualizations with the relational visualization notation,10.1109/VISUAL.2000.885676,53,60,C,2000,2000-10-01,W1981346013,ieee visualization,53.0,60.0,8.0,7,11,9,1.0,False,False,True,False,Creating reusable visualizations with the Relational Visualization Notation,16,False,,
Vis,2000,Basic research for coloring multichannel MRI data,10.1109/VISUAL.2000.885693,187,194,C,2000,2000-10-01,W2045869782,ieee visualization,187.0,194.0,8.0,19,13,9,3.0,False,False,True,False,Basic research for coloring multichannel MRI data,14,False,,
Vis,2000,Interactive visualization of particle-in-cell simulations,10.1109/VISUAL.2000.885734,469,472,C,2000,2000-10-01,W2054912309,ieee visualization,469.0,472.0,4.0,14,14,9,4.0,False,False,False,False,Interactive visualization of particle-in-cell simulations,9,False,,
Vis,2001,Undersampling and oversampling in sample based shape modeling,10.1109/VISUAL.2001.964497,83,90,C,2001,2001-10-21,W2537675001,ieee visualization,83.0,90.0,8.0,34,13,13,6.0,False,False,True,False,Undersampling and oversampling in sample based shape modeling,25,False,,
InfoVis,2002,Building a visual database for example-based graphics generation,10.1109/INFVIS.2002.1173143,23,30,C,2002,2002-10-28,W2136112144,ieee symposium on information visualization,23.0,30.0,8.0,21,10,12,3.0,True,False,True,False,Building a visual database for example-based graphics generation,18,False,,
Vis,2004,Rendering planar cuts through quadratic and cubic finite elements,10.1109/VISUAL.2004.91,409,416,C,2004,2004-10-10,W2143138025,ieee visualization,409.0,416.0,8.0,13,10,10,2.0,False,False,True,False,Rendering planar cuts through quadratic and cubic finite elements,18,False,,
InfoVis,2005,PRISAD: a partitioned rendering infrastructure for scalable accordion drawing,10.1109/INFVIS.2005.1532127,41,48,C,2005,2005-10-23,W2162920501,ieee symposium on information visualization,6.0,6.0,1.0,13,13,11,3.0,False,True,False,False,PRISAD: a partitioned rendering infrastructure for scalable accordion drawing,16,False,,
InfoVis,2005,An optimization-based approach to dynamic visual context management,10.1109/INFVIS.2005.1532146,187,194,C,2005,2005-10-23,W2109125615,ieee symposium on information visualization,25.0,25.0,1.0,20,10,12,3.0,False,False,True,False,An optimization-based approach to dynamic visual context management,17,False,,
Vis,2006,Interactive Visualization of Intercluster Galaxy Structures in the Horologium-Reticulum Supercluster,10.1109/TVCG.2006.155,1149,1156,J,2006,2006-09-01,W2134865795,IEEE Transactions on Visualization and Computer Graphics,1149.0,1156.0,8.0,26,8,11,3.0,False,False,True,False,Interactive Visualization of Intercluster Galaxy Structures in the Horologium-Reticulum Supercluster,17,False,,
